OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
27-3022,Reporters and Correspondents,detailed,"43,630",2.3,21.33,"44,360",1.2,9.96,12.74,17.11,25.61,37.19,"20,710","26,500","35,600","53,270","77,360",,
27-3030,Public Relations Specialists,broad,"202,530",0.9,30.30,"63,020",0.6,14.80,19.37,26.41,36.14,49.64,"30,790","40,290","54,940","75,180","103,240",,
27-3031,Public Relations Specialists,detailed,"202,530",0.9,30.30,"63,020",0.6,14.80,19.37,26.41,36.14,49.64,"30,790","40,290","54,940","75,180","103,240",,
27-3040,Writers and Editors,broad,"189,680",1.1,31.81,"66,160",0.6,14.96,20.18,28.22,38.72,52.31,"31,120","41,970","58,700","80,540","108,800",,
27-3041,Editors,detailed,"98,790",1.4,30.20,"62,820",0.9,14.09,18.84,26.04,36.07,51.05,"29,300","39,190","54,150","75,030","106,190",,
27-3042,Technical Writers,detailed,"47,300",2.9,33.80,"70,290",0.5,19.36,24.93,32.64,41.51,50.85,"40,270","51,850","67,900","86,340","105,760",,
27-3043,Writers and Authors,detailed,"43,590",1.9,33.30,"69,250",1.5,13.61,19.29,27.77,40.48,56.27,"28,310","40,130","57,750","84,190","117,050",,
27-3090,Miscellaneous Media and Communication Workers,broad,"75,110",2.2,23.87,"49,650",1.8,10.67,14.88,20.83,29.37,39.91,"22,200","30,940","43,320","61,090","83,010",,
27-3091,Interpreters and Translators,detailed,"49,060",2.8,23.04,"47,920",2.3,10.66,14.70,20.39,28.33,37.09,"22,180","30,580","42,420","58,930","77,140",,
27-3099,"Media and Communication Workers, All Other",detailed,"26,040",3.4,25.44,"52,910",2.4,10.70,15.23,21.73,32.06,43.30,"22,260","31,680","45,200","66,680","90,060",,
27-4000,Media and Communication Equipment Workers,minor,"208,580",1.5,23.23,"48,320",1.0,9.29,12.82,19.15,29.50,41.96,"19,320","26,660","39,830","61,370","87,280",,
27-4010,Broadcast and Sound Engineering Technicians and Radio Operators,broad,"98,880",2.1,22.17,"46,110",0.8,9.87,13.82,19.56,28.32,37.03,"20,520","28,740","40,690","58,910","77,030",,
27-4011,Audio and Video Equipment Technicians,detailed,"56,440",2.5,22.03,"45,830",0.9,10.82,14.69,19.83,28.02,35.75,"22,500","30,550","41,250","58,280","74,350",,
27-4012,Broadcast Technicians,detailed,"27,800",4.4,20.02,"41,630",1.4,8.91,11.42,17.65,26.25,35.75,"18,540","23,760","36,710","54,590","74,350",,
27-4013,Radio Operators,detailed,"1,160",7.7,21.74,"45,210",3.5,9.31,15.93,21.45,26.69,34.57,"19,360","33,130","44,620","55,520","71,910",,
27-4014,Sound Engineering Technicians,detailed,"13,480",3.9,27.22,"56,610",2.4,10.66,15.68,22.35,35.03,48.96,"22,180","32,610","46,480","72,860","101,840",,
27-4020,Photographers,broad,"54,830",1.9,17.88,"37,190",1.5,8.55,9.88,14.08,21.63,31.90,"17,770","20,550","29,280","44,980","66,360",,
27-4021,Photographers,detailed,"54,830",1.9,17.88,"37,190",1.5,8.55,9.88,14.08,21.63,31.90,"17,770","20,550","29,280","44,980","66,360",,
27-4030,"Television, Video, and Motion Picture Camera Operators and Editors",broad,"38,780",2.9,29.87,"62,120",1.9,11.30,15.38,23.20,37.22,55.66,"23,500","32,000","48,250","77,410","115,780",,
27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,"16,860",3.3,25.26,"52,530",2.6,9.89,14.03,20.45,30.37,44.18,"20,560","29,190","42,530","63,170","91,890",,
27-4032,Film and Video Editors,detailed,"21,920",3.6,33.41,"69,490",2.5,12.48,16.76,26.20,44.12,61.78,"25,960","34,860","54,490","91,780","128,500",,
27-4090,Miscellaneous Media and Communication Equipment Workers,broad,"16,090",4.9,32.00,"66,570",1.3,11.78,20.60,32.52,41.91,51.29,"24,500","42,850","67,640","87,170","106,680",,
27-4099,"Media and Communication Equipment Workers, All Other",detailed,"16,090",4.9,32.00,"66,570",1.3,11.78,20.60,32.52,41.91,51.29,"24,500","42,850","67,640","87,170","106,680",,
29-0000,Healthcare Practitioners and Technical Occupations,major,"7,755,810",0.3,35.93,"74,740",0.2,15.01,20.85,29.38,41.48,63.24,"31,220","43,360","61,120","86,270","131,530",,
29-1000,Health Diagnosing and Treating Practitioners,minor,"4,761,110",0.4,44.87,"93,320",0.2,22.81,27.78,35.76,50.95,81.59,"47,450","57,790","74,370","105,970","169,700",,
29-1010,Chiropractors,broad,"28,850",2.5,37.70,"78,410",1.8,14.90,21.46,31.40,45.71,68.00,"30,980","44,640","65,300","95,070","141,440",,
29-1011,Chiropractors,detailed,"28,850",2.5,37.70,"78,410",1.8,14.90,21.46,31.40,45.71,68.00,"30,980","44,640","65,300","95,070","141,440",,
29-1020,Dentists,broad,"112,300",1.7,81.19,"168,870",0.9,35.26,51.72,72.74,#,#,"73,330","107,570","151,300",#,#,,
29-1021,"Dentists, General",detailed,"96,000",1.9,79.12,"164,570",1.0,34.73,50.73,70.36,#,#,"72,240","105,520","146,340",#,#,,
29-1022,Oral and Maxillofacial Surgeons,detailed,"5,280",10.2,105.27,"218,960",3.3,45.18,77.79,#,#,#,"93,970","161,800",#,#,#,,
29-1023,Orthodontists,detailed,"5,570",8.9,94.36,"196,270",4.2,40.50,60.72,#,#,#,"84,230","126,290",#,#,#,,
29-1024,Prosthodontists,detailed,290,28.6,61.69,"128,310",12.5,25.86,38.16,43.87,86.53,#,"53,800","79,360","91,260","179,980",#,,
29-1029,"Dentists, All Other Specialists",detailed,"5,160",6.4,81.90,"170,340",3.1,36.92,55.02,78.58,#,#,"76,790","114,450","163,450",#,#,,
29-1030,Dietitians and Nutritionists,broad,"59,530",1.5,27.07,"56,300",0.4,16.34,21.35,26.88,32.93,37.85,"33,980","44,400","55,920","68,490","78,720",,
29-1031,Dietitians and Nutritionists,detailed,"59,530",1.5,27.07,"56,300",0.4,16.34,21.35,26.88,32.93,37.85,"33,980","44,400","55,920","68,490","78,720",,
29-1040,Optometrists,broad,"32,040",2.6,53.67,"111,640",1.3,25.35,36.88,48.70,63.51,89.10,"52,720","76,720","101,290","132,100","185,320",,
29-1041,Optometrists,detailed,"32,040",2.6,53.67,"111,640",1.3,25.35,36.88,48.70,63.51,89.10,"52,720","76,720","101,290","132,100","185,320",,
29-1050,Pharmacists,broad,"287,420",0.7,56.01,"116,500",0.2,42.79,50.19,57.35,65.56,70.84,"89,000","104,400","119,280","136,360","147,350",,
29-1051,Pharmacists,detailed,"287,420",0.7,56.01,"116,500",0.2,42.79,50.19,57.35,65.56,70.84,"89,000","104,400","119,280","136,360","147,350",,
29-1060,Physicians and Surgeons,broad,"623,380",1.1,92.25,"191,880",0.6,28.96,62.27,#,#,#,"60,240","129,520",#,#,#,,
29-1061,Anesthesiologists,detailed,"30,200",5.3,113.01,"235,070",1.6,62.80,#,#,#,#,"130,620",#,#,#,#,,
29-1062,Family and General Practitioners,detailed,"120,860",1.9,88.43,"183,940",0.9,36.81,62.87,84.87,#,#,"76,560","130,780","176,530",#,#,,
29-1063,"Internists, General",detailed,"46,410",2.9,90.60,"188,440",1.6,29.26,62.32,89.83,#,#,"60,870","129,630","186,850",#,#,,
29-1064,Obstetricians and Gynecologists,detailed,"21,730",6.1,102.20,"212,570",1.5,52.67,76.71,#,#,#,"109,550","159,550",#,#,#,,
29-1065,"Pediatricians, General",detailed,"30,890",3.8,81.98,"170,530",1.4,41.92,60.50,75.78,#,#,"87,190","125,850","157,610",#,#,,
29-1066,Psychiatrists,detailed,"25,040",4.6,87.82,"182,660",1.7,33.55,58.80,86.03,#,#,"69,790","122,300","178,950",#,#,,
29-1067,Surgeons,detailed,"41,030",3.0,112.09,"233,150",1.0,61.21,#,#,#,#,"127,320",#,#,#,#,,
29-1069,"Physicians and Surgeons, All Other",detailed,"307,220",1.7,90.00,"187,200",0.9,26.95,54.22,#,#,#,"56,050","112,780",#,#,#,,
29-1070,Physician Assistants,broad,"88,110",1.6,45.36,"94,350",0.6,29.82,38.38,44.70,53.57,62.80,"62,030","79,820","92,970","111,430","130,620",,
29-1071,Physician Assistants,detailed,"88,110",1.6,45.36,"94,350",0.6,29.82,38.38,44.70,53.57,62.80,"62,030","79,820","92,970","111,430","130,620",,
29-1080,Podiatrists,broad,"8,850",3.5,64.94,"135,070",1.8,25.44,39.45,56.83,82.29,#,"52,910","82,050","118,210","171,170",#,,
29-1081,Podiatrists,detailed,"8,850",3.5,64.94,"135,070",1.8,25.44,39.45,56.83,82.29,#,"52,910","82,050","118,210","171,170",#,,
29-1120,Therapists,broad,"600,660",0.6,35.08,"72,970",0.2,21.16,26.83,34.21,42.40,51.04,"44,010","55,800","71,150","88,190","106,170",,
29-1122,Occupational Therapists,detailed,"108,410",1.2,37.45,"77,890",0.4,24.67,30.57,36.99,44.04,52.59,"51,310","63,580","76,940","91,600","109,380",,
29-1123,Physical Therapists,detailed,"195,670",0.9,39.51,"82,180",0.3,27.06,32.55,38.96,45.11,54.49,"56,280","67,700","81,030","93,820","113,340",,
29-1124,Radiation Therapists,detailed,"16,950",4.7,39.30,"81,740",0.9,25.48,30.91,38.05,46.18,55.24,"53,010","64,300","79,140","96,050","114,900",,
29-1125,Recreational Therapists,detailed,"18,640",1.9,21.88,"45,520",0.5,13.04,16.30,20.76,26.91,33.15,"27,120","33,910","43,180","55,970","68,950",,
29-1126,Respiratory Therapists,detailed,"118,640",1.0,27.83,"57,880",0.3,19.76,22.97,27.06,32.40,36.90,"41,110","47,770","56,290","67,390","76,750",,
29-1127,Speech-Language Pathologists,detailed,"125,050",1.2,35.56,"73,970",0.5,21.57,26.76,34.04,42.87,52.79,"44,860","55,660","70,810","89,170","109,800",,
29-1128,Exercise Physiologists,detailed,"6,010",5.7,23.46,"48,790",0.7,15.19,18.08,22.12,27.96,34.80,"31,590","37,610","46,020","58,150","72,390",,
29-1129,"Therapists, All Other",detailed,"11,280",5.3,28.18,"58,610",1.4,15.46,20.01,26.61,34.66,43.64,"32,160","41,630","55,350","72,080","90,780",,
29-1130,Veterinarians,broad,"59,230",1.3,46.22,"96,140",0.9,25.61,33.18,41.66,53.83,71.89,"53,270","69,020","86,640","111,960","149,530",,
29-1131,Veterinarians,detailed,"59,230",1.3,46.22,"96,140",0.9,25.61,33.18,41.66,53.83,71.89,"53,270","69,020","86,640","111,960","149,530",,
29-1140,Registered Nurses,broad,"2,661,890",0.5,33.13,"68,910",0.2,21.94,26.05,31.84,38.55,46.31,"45,630","54,180","66,220","80,190","96,320",,
29-1141,Registered Nurses,detailed,"2,661,890",0.5,33.13,"68,910",0.2,21.94,26.05,31.84,38.55,46.31,"45,630","54,180","66,220","80,190","96,320",,
29-1150,Nurse Anesthetists,broad,"35,430",3.9,75.81,"157,690",1.3,50.97,62.28,72.64,86.19,#,"106,010","129,550","151,090","179,270",#,,
29-1151,Nurse Anesthetists,detailed,"35,430",3.9,75.81,"157,690",1.3,50.97,62.28,72.64,86.19,#,"106,010","129,550","151,090","179,270",#,,
29-1160,Nurse Midwives,broad,"5,460",5.6,44.34,"92,230",0.9,30.20,37.85,44.37,52.36,57.95,"62,820","78,730","92,290","108,910","120,540",,
29-1161,Nurse Midwives,detailed,"5,460",5.6,44.34,"92,230",0.9,30.20,37.85,44.37,52.36,57.95,"62,820","78,730","92,290","108,910","120,540",,
29-1170,Nurse Practitioners,broad,"113,370",1.2,45.71,"95,070",0.3,32.19,38.73,44.55,52.95,60.69,"66,960","80,560","92,670","110,130","126,250",,
29-1171,Nurse Practitioners,detailed,"113,370",1.2,45.71,"95,070",0.3,32.19,38.73,44.55,52.95,60.69,"66,960","80,560","92,670","110,130","126,250",,
29-1180,Audiologists,broad,"11,550",3.9,35.75,"74,360",1.6,21.70,27.79,34.22,41.97,50.72,"45,140","57,800","71,170","87,300","105,490",,
29-1181,Audiologists,detailed,"11,550",3.9,35.75,"74,360",1.6,21.70,27.79,34.22,41.97,50.72,"45,140","57,800","71,170","87,300","105,490",,
29-1190,Miscellaneous Health Diagnosing and Treating Practitioners,broad,"33,070",2.2,41.69,"86,720",3.5,19.76,26.30,35.04,51.88,69.42,"41,100","54,690","72,870","107,900","144,380",,
29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,"33,070",2.2,41.69,"86,720",3.5,19.76,26.30,35.04,51.88,69.42,"41,100","54,690","72,870","107,900","144,380",,
29-2000,Health Technologists and Technicians,minor,"2,849,330",0.3,21.39,"44,480",0.2,11.84,15.06,19.65,26.40,34.11,"24,630","31,310","40,870","54,910","70,940",,
29-2010,Clinical Laboratory Technologists and Technicians,broad,"319,720",0.9,24.05,"50,020",0.3,13.58,17.43,23.43,29.54,35.56,"28,240","36,250","48,740","61,430","73,970",,
29-2011,Medical and Clinical Laboratory Technologists,detailed,"162,630",1.0,28.59,"59,460",0.3,19.20,23.61,28.09,33.61,38.86,"39,940","49,100","58,430","69,900","80,820",,
29-2012,Medical and Clinical Laboratory Technicians,detailed,"157,080",1.3,19.35,"40,240",0.4,12.12,14.71,18.26,23.00,28.32,"25,210","30,600","37,970","47,830","58,910",,
29-2020,Dental Hygienists,broad,"192,330",1.3,34.39,"71,530",0.5,23.02,28.66,34.19,41.02,46.49,"47,880","59,600","71,110","85,310","96,690",,
29-2021,Dental Hygienists,detailed,"192,330",1.3,34.39,"71,530",0.5,23.02,28.66,34.19,41.02,46.49,"47,880","59,600","71,110","85,310","96,690",,
29-2030,Diagnostic Related Technologists and Technicians,broad,"355,290",0.7,28.73,"59,750",0.2,17.96,22.60,28.19,34.52,41.36,"37,360","47,000","58,640","71,800","86,030",,
29-2031,Cardiovascular Technologists and Technicians,detailed,"51,010",1.3,25.95,"53,990",0.4,13.37,17.88,25.58,33.22,39.87,"27,810","37,200","53,210","69,090","82,920",,
29-2032,Diagnostic Medical Sonographers,detailed,"58,250",1.6,32.29,"67,170",0.4,22.04,26.36,31.93,37.43,44.26,"45,840","54,830","66,410","77,860","92,070",,
29-2033,Nuclear Medicine Technologists,detailed,"20,020",1.7,34.60,"71,970",0.4,24.72,29.51,34.19,40.33,45.31,"51,410","61,390","71,120","83,890","94,250",,
29-2034,Radiologic Technologists,detailed,"194,000",0.8,27.29,"56,760",0.3,18.06,21.61,26.54,32.38,37.71,"37,570","44,950","55,200","67,360","78,440",,
29-2035,Magnetic Resonance Imaging Technologists,detailed,"32,000",1.9,31.71,"65,960",0.4,22.03,26.37,31.75,36.70,43.35,"45,820","54,860","66,050","76,330","90,160",,
29-2040,Emergency Medical Technicians and Paramedics,broad,"237,660",1.4,16.77,"34,870",1.2,9.82,11.92,15.04,19.94,26.30,"20,420","24,800","31,270","41,470","54,710",,
29-2041,Emergency Medical Technicians and Paramedics,detailed,"237,660",1.4,16.77,"34,870",1.2,9.82,11.92,15.04,19.94,26.30,"20,420","24,800","31,270","41,470","54,710",,
29-2050,Health Practitioner Support Technologists and Technicians,broad,"687,480",0.6,16.17,"33,620",0.3,10.14,12.22,15.22,18.86,23.45,"21,080","25,420","31,660","39,230","48,770",,
29-2051,Dietetic Technicians,detailed,"26,420",2.3,13.74,"28,580",0.9,8.63,9.91,12.32,16.35,21.14,"17,960","20,600","25,620","34,000","43,960",,
29-2052,Pharmacy Technicians,detailed,"362,690",0.7,14.83,"30,840",0.3,9.92,11.75,14.25,17.44,20.78,"20,640","24,440","29,650","36,270","43,230",,
29-2053,Psychiatric Technicians,detailed,"66,760",2.2,16.09,"33,470",1.3,9.87,11.46,14.37,19.10,26.14,"20,530","23,840","29,880","39,720","54,380",,
29-2054,Respiratory Therapy Technicians,detailed,"12,070",2.3,23.01,"47,850",0.6,15.17,18.59,22.61,27.51,32.44,"31,550","38,670","47,040","57,220","67,470",,
29-2055,Surgical Technologists,detailed,"97,930",1.1,21.36,"44,420",0.3,14.64,16.91,20.54,25.13,29.47,"30,450","35,180","42,720","52,270","61,300",,
29-2056,Veterinary Technologists and Technicians,detailed,"87,870",1.7,15.27,"31,760",0.5,10.23,12.21,14.66,17.72,21.39,"21,270","25,400","30,500","36,860","44,490",,
29-2057,Ophthalmic Medical Technicians,detailed,"33,740",3.6,17.44,"36,280",0.6,11.60,13.81,16.80,20.47,24.23,"24,120","28,720","34,940","42,570","50,390",,
29-2060,Licensed Practical and Licensed Vocational Nurses,broad,"705,200",0.5,20.63,"42,910",0.2,15.05,16.99,20.15,23.52,27.90,"31,300","35,340","41,920","48,920","58,020",,
29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"705,200",0.5,20.63,"42,910",0.2,15.05,16.99,20.15,23.52,27.90,"31,300","35,340","41,920","48,920","58,020",,
29-2070,Medical Records and Health Information Technicians,broad,"180,760",0.9,18.13,"37,710",0.3,10.91,13.23,16.81,21.76,27.56,"22,700","27,520","34,970","45,260","57,320",,
29-2071,Medical Records and Health Information Technicians,detailed,"180,760",0.9,18.13,"37,710",0.3,10.91,13.23,16.81,21.76,27.56,"22,700","27,520","34,970","45,260","57,320",,
29-2080,"Opticians, Dispensing",broad,"68,390",2.0,17.17,"35,710",0.8,10.24,12.51,16.24,21.02,26.20,"21,290","26,020","33,770","43,710","54,490",,
29-2081,"Opticians, Dispensing",detailed,"68,390",2.0,17.17,"35,710",0.8,10.24,12.51,16.24,21.02,26.20,"21,290","26,020","33,770","43,710","54,490",,
29-2090,Miscellaneous Health Technologists and Technicians,broad,"102,500",1.6,22.70,"47,210",0.6,12.89,15.81,20.34,27.17,35.24,"26,810","32,890","42,310","56,510","73,310",,
29-2091,Orthotists and Prosthetists,detailed,"8,330",6.1,34.01,"70,740",2.1,16.60,22.11,30.27,41.50,54.15,"34,530","46,000","62,970","86,320","112,620",,
29-2092,Hearing Aid Specialists,detailed,"5,170",8.3,23.03,"47,900",3.5,11.20,14.96,20.86,30.32,36.95,"23,300","31,120","43,400","63,060","76,850",,
29-2099,"Health Technologists and Technicians, All Other",detailed,"88,990",1.7,21.62,"44,960",0.5,12.84,15.61,19.67,26.03,32.85,"26,710","32,460","40,900","54,150","68,320",,
29-9000,Other Healthcare Practitioners and Technical Occupations,minor,"145,370",1.7,28.48,"59,230",0.4,14.52,19.37,26.80,36.15,45.03,"30,210","40,300","55,740","75,200","93,650",,
29-9010,Occupational Health and Safety Specialists and Technicians,broad,"76,490",1.2,31.59,"65,710",0.5,17.60,23.26,30.83,39.07,46.16,"36,600","48,370","64,130","81,270","96,020",,
29-9011,Occupational Health and Safety Specialists,detailed,"62,830",1.3,33.20,"69,050",0.5,19.48,25.18,32.67,40.46,47.37,"40,530","52,380","67,960","84,160","98,520",,
29-9012,Occupational Health and Safety Technicians,detailed,"13,660",2.5,24.23,"50,390",0.9,13.65,17.33,22.78,29.31,36.46,"28,390","36,050","47,380","60,960","75,850",,
29-9090,Miscellaneous Health Practitioners and Technical Workers,broad,"68,880",3.4,25.01,"52,030",0.9,12.55,16.57,22.20,30.83,42.76,"26,110","34,460","46,180","64,130","88,930",,
29-9091,Athletic Trainers,detailed,"22,340",2.6,*,"44,720",0.8,*,*,*,*,*,"26,120","34,290","42,790","53,180","66,060",TRUE,
29-9092,Genetic Counselors,detailed,"1,980",10.2,30.19,"62,800",3.3,15.94,23.60,30.57,36.53,43.85,"33,160","49,080","63,590","75,990","91,210",,
29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,"44,560",5.0,26.54,"55,210",1.2,12.48,16.46,23.37,34.33,46.08,"25,950","34,230","48,610","71,410","95,850",,
31-0000,Healthcare Support Occupations,major,"3,924,390",0.4,13.61,"28,300",0.2,8.73,10.18,12.54,15.96,20.02,"18,150","21,170","26,080","33,190","41,640",,
31-1000,"Nursing, Psychiatric, and Home Health Aides",minor,"2,361,910",0.5,11.87,"24,700",0.3,8.39,9.58,11.22,13.73,16.64,"17,460","19,930","23,330","28,560","34,620",,
31-1010,"Nursing, Psychiatric, and Home Health Aides",broad,"2,361,910",0.5,11.87,"24,700",0.3,8.39,9.58,11.22,13.73,16.64,"17,460","19,930","23,330","28,560","34,620",,
31-1011,Home Health Aides,detailed,"806,710",1.2,10.60,"22,050",0.4,8.03,8.78,10.10,11.59,14.17,"16,690","18,270","21,020","24,120","29,480",,
31-1013,Psychiatric Aides,detailed,"75,340",2.1,12.98,"26,990",1.2,8.22,9.44,12.08,15.62,19.54,"17,110","19,630","25,120","32,500","40,650",,
31-1014,Nursing Assistants,detailed,"1,427,830",0.5,12.51,"26,020",0.2,8.94,10.20,11.97,14.32,17.20,"18,600","21,210","24,890","29,780","35,780",,
31-1015,Orderlies,detailed,"52,030",2.4,12.66,"26,340",0.6,8.60,9.94,11.75,14.69,17.92,"17,880","20,660","24,440","30,550","37,270",,
31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,"160,430",1.2,21.19,"44,080",0.6,9.96,12.92,20.80,28.17,34.06,"20,730","26,880","43,260","58,600","70,850",,
31-2010,Occupational Therapy Assistants and Aides,broad,"39,160",2.4,23.75,"49,390",1.3,11.53,16.79,24.16,30.32,35.14,"23,980","34,920","50,250","63,070","73,080",,
31-2011,Occupational Therapy Assistants,detailed,"30,450",2.0,26.56,"55,250",0.8,16.76,21.34,26.57,32.01,35.82,"34,870","44,400","55,270","66,590","74,510",,
31-2012,Occupational Therapy Aides,detailed,"8,710",8.2,13.90,"28,900",2.5,8.72,9.93,12.67,16.24,21.69,"18,140","20,640","26,350","33,770","45,110",,
31-2020,Physical Therapist Assistants and Aides,broad,"121,270",1.2,20.37,"42,360",0.5,9.77,12.19,19.43,27.38,33.53,"20,330","25,360","40,410","56,940","69,750",,
31-2021,Physical Therapist Assistants,detailed,"72,640",1.4,25.63,"53,320",0.5,15.50,20.50,25.65,31.01,35.46,"32,230","42,630","53,360","64,510","73,760",,
31-2022,Physical Therapist Aides,detailed,"48,630",2.0,12.50,"25,990",0.6,8.57,9.89,11.69,14.20,17.49,"17,820","20,560","24,310","29,540","36,390",,
31-9000,Other Healthcare Support Occupations,minor,"1,402,060",0.5,15.66,"32,570",0.2,9.99,12.18,14.92,18.16,22.28,"20,770","25,330","31,040","37,770","46,330",,
31-9010,Massage Therapists,broad,"79,040",3.0,19.42,"40,400",1.1,8.79,11.72,17.27,24.92,34.14,"18,280","24,380","35,920","51,820","71,020",,
31-9011,Massage Therapists,detailed,"79,040",3.0,19.42,"40,400",1.1,8.79,11.72,17.27,24.92,34.14,"18,280","24,380","35,920","51,820","71,020",,
